Phage_ID,Host,Lifestyle,Phage_source,Protein_source,Protein_ID,Product,Length
biochar_5689,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5689_10,unknown,124.0
biochar_5689,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5689_13,unknown,65.0
biochar_5689,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5689_14,unknown,102.0
biochar_5689,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5689_15,unknown,56.0
biochar_5689,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5689_16,unknown,124.0
biochar_5689,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5689_18,unknown,164.0
biochar_5689,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5689_19,unknown,103.0
biochar_5689,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5689_20,unknown,78.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_1,unknown,533.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_2,unknown,62.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_3,unknown,128.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_4,unknown,102.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_5,unknown,145.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_6,unknown,135.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_7,unknown,99.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_8,unknown,68.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_9,unknown,137.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_10,unknown,280.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_11,unknown,48.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_13,unknown,59.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_14,unknown,92.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_15,unknown,119.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_16,unknown,122.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_17,unknown,415.0
biochar_5698,Pseudomonas syringae,temperate,STV,prodigal,biochar_5698_18,unknown,74.0
biochar_5702,Pseudomonas syringae,temperate,STV,prodigal,biochar_5702_7,unknown,109.0
biochar_5705,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5705_3,unknown,70.0
biochar_5705,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5705_4,unknown,138.0
biochar_5705,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5705_7,unknown,119.0
biochar_5705,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5705_8,unknown,125.0
biochar_5705,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5705_9,unknown,203.0
biochar_5705,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5705_10,unknown,127.0
biochar_5705,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5705_12,unknown,172.0
biochar_5705,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5705_13,unknown,131.0
biochar_5705,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5705_14,unknown,81.0
biochar_5705,Pseudomonas amygdali,virulent,STV,prodigal,biochar_5705_16,Protein of unknown function DUF115,73.0
biochar_5719,Pseudomonas syringae,virulent,STV,prodigal,biochar_5719_3,unknown,92.0
biochar_5719,Pseudomonas syringae,virulent,STV,prodigal,biochar_5719_7,unknown,295.0
biochar_5719,Pseudomonas syringae,virulent,STV,prodigal,biochar_5719_8,unknown,126.0
biochar_5719,Pseudomonas syringae,virulent,STV,prodigal,biochar_5719_9,unknown,245.0
biochar_5719,Pseudomonas syringae,virulent,STV,prodigal,biochar_5719_10,unknown,141.0
biochar_5719,Pseudomonas syringae,virulent,STV,prodigal,biochar_5719_12,unknown,100.0
biochar_5722,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5722_1,unknown,231.0
biochar_5722,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5722_2,unknown,238.0
biochar_5722,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5722_4,unknown,112.0
biochar_5722,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5722_10,Protein of unknown function (DUF1353),151.0
biochar_5736,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5736_1,unknown,37.0
biochar_5736,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5736_5,unknown,130.0
biochar_5736,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5736_7,unknown,82.0
biochar_5736,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5736_8,unknown,144.0
biochar_5736,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5736_10,unknown,139.0
biochar_5736,Pseudomonas fluorescens,virulent,STV,prodigal,biochar_5736_11,unknown,184.0
biochar_5737,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5737_3,unknown,117.0
biochar_5737,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5737_4,unknown,69.0
biochar_5737,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5737_6,unknown,127.0
biochar_5737,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5737_11,unknown,179.0
biochar_5744,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5744_1,unknown,125.0
biochar_5744,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5744_3,unknown,92.0
biochar_5744,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5744_5,unknown,92.0
biochar_5744,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5744_6,unknown,48.0
biochar_5744,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5744_8,unknown,176.0
biochar_5744,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5744_9,unknown,149.0
biochar_5744,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5744_10,unknown,82.0
biochar_5744,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5744_12,unknown,190.0
biochar_5744,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5744_13,unknown,144.0
biochar_5744,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5744_14,unknown,105.0
biochar_5744,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5744_17,unknown,105.0
biochar_5744,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5744_18,unknown,37.0
biochar_5745,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5745_1,unknown,29.0
biochar_5745,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5745_3,unknown,132.0
biochar_5745,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5745_4,unknown,50.0
biochar_5745,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5745_5,unknown,60.0
biochar_5745,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5745_6,unknown,81.0
biochar_5745,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5745_7,unknown,146.0
biochar_5745,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5745_8,unknown,445.0
biochar_5745,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5745_9,unknown,188.0
biochar_5745,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5745_10,unknown,269.0
biochar_5745,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5745_12,unknown,151.0
biochar_5745,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5745_13,unknown,138.0
biochar_5745,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5745_14,unknown,164.0
biochar_5745,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5745_15,unknown,150.0
biochar_5745,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5745_17,unknown,113.0
biochar_5747,Pseudomonas syringae,temperate,STV,prodigal,biochar_5747_3,unknown,76.0
biochar_5747,Pseudomonas syringae,temperate,STV,prodigal,biochar_5747_9,unknown,77.0
biochar_5747,Pseudomonas syringae,temperate,STV,prodigal,biochar_5747_10,unknown,243.0
biochar_5747,Pseudomonas syringae,temperate,STV,prodigal,biochar_5747_12,unknown,154.0
biochar_5763,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5763_5,unknown,78.0
biochar_5763,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5763_6,unknown,79.0
biochar_5763,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5763_9,Protein of unknown function (DUF616),219.0
biochar_5763,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5763_10,unknown,69.0
biochar_5763,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5763_15,Protein of unknown function (DUF1360),147.0
biochar_5763,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5763_16,unknown,86.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_1,unknown,295.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_2,unknown,134.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_3,unknown,173.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_4,unknown,153.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_5,unknown,51.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_6,unknown,71.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_7,unknown,66.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_8,unknown,59.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_9,unknown,57.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_10,unknown,80.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_11,unknown,143.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_12,unknown,116.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_13,unknown,139.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_15,unknown,54.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_16,unknown,73.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_17,unknown,187.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_19,Protein of unknown function (DUF968),141.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_20,unknown,137.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_21,unknown,81.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_22,unknown,78.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_23,unknown,121.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_25,unknown,82.0
biochar_5792,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5792_26,unknown,99.0
biochar_5794,Pseudomonas syringae,virulent,STV,prodigal,biochar_5794_1,unknown,315.0
biochar_5794,Pseudomonas syringae,virulent,STV,prodigal,biochar_5794_2,unknown,349.0
biochar_5794,Pseudomonas syringae,virulent,STV,prodigal,biochar_5794_3,unknown,399.0
biochar_5794,Pseudomonas syringae,virulent,STV,prodigal,biochar_5794_4,unknown,1544.0
biochar_5794,Pseudomonas syringae,virulent,STV,prodigal,biochar_5794_5,unknown,336.0
biochar_5794,Pseudomonas syringae,virulent,STV,prodigal,biochar_5794_6,unknown,314.0
biochar_5807,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5807_3,unknown,152.0
biochar_5807,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5807_4,unknown,86.0
biochar_5807,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5807_6,unknown,64.0
biochar_5807,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5807_7,unknown,71.0
biochar_5807,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5807_9,unknown,94.0
biochar_5807,Pseudomonas aeruginosa,temperate,STV,prodigal,biochar_5807_12,unknown,88.0
biochar_5840,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5840_6,unknown,86.0
biochar_5840,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5840_8,unknown,115.0
biochar_5840,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5840_9,unknown,51.0
biochar_5840,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5840_10,unknown,154.0
biochar_5840,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5840_13,unknown,54.0
biochar_5840,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5840_14,unknown,99.0
biochar_5840,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5840_16,unknown,98.0
biochar_5848,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5848_3,unknown,128.0
biochar_5848,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5848_4,unknown,284.0
biochar_5848,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5848_6,unknown,176.0
biochar_5848,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5848_9,unknown,100.0
biochar_5863,Pseudomonas syringae,virulent,STV,prodigal,biochar_5863_1,unknown,154.0
biochar_5863,Pseudomonas syringae,virulent,STV,prodigal,biochar_5863_2,unknown,88.0
biochar_5863,Pseudomonas syringae,virulent,STV,prodigal,biochar_5863_4,unknown,81.0
biochar_5863,Pseudomonas syringae,virulent,STV,prodigal,biochar_5863_5,unknown,88.0
biochar_5863,Pseudomonas syringae,virulent,STV,prodigal,biochar_5863_6,unknown,116.0
biochar_5863,Pseudomonas syringae,virulent,STV,prodigal,biochar_5863_9,unknown,347.0
biochar_5863,Pseudomonas syringae,virulent,STV,prodigal,biochar_5863_12,unknown,89.0
biochar_5863,Pseudomonas syringae,virulent,STV,prodigal,biochar_5863_13,unknown,38.0
biochar_5863,Pseudomonas syringae,virulent,STV,prodigal,biochar_5863_15,unknown,274.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_1,unknown,130.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_2,unknown,107.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_3,unknown,66.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_4,unknown,85.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_5,unknown,48.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_6,unknown,89.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_9,unknown,63.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_10,unknown,85.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_11,unknown,119.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_12,unknown,179.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_13,unknown,198.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_14,Protein of unknown function (DUF4031),96.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_15,unknown,35.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_16,unknown,59.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_17,unknown,64.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_22,unknown,89.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_23,unknown,79.0
biochar_5875,Pseudomonas syringae,virulent,STV,prodigal,biochar_5875_24,unknown,84.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_1,unknown,178.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_2,unknown,54.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_3,unknown,97.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_4,unknown,186.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_5,unknown,275.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_6,unknown,121.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_7,unknown,196.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_9,unknown,125.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_10,unknown,64.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_11,unknown,76.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_12,unknown,108.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_13,unknown,88.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_14,unknown,101.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_15,unknown,81.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_16,unknown,113.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_17,unknown,426.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_18,unknown,68.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_19,unknown,63.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_20,unknown,61.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_21,unknown,80.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_22,unknown,114.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_23,unknown,90.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_24,unknown,65.0
biochar_5882,Pseudomonas syringae,virulent,STV,prodigal,biochar_5882_25,unknown,40.0
biochar_5899,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5899_1,unknown,99.0
biochar_5899,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5899_2,unknown,136.0
biochar_5899,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5899_3,unknown,63.0
biochar_5899,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5899_4,unknown,81.0
biochar_5899,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5899_5,unknown,77.0
biochar_5899,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5899_7,unknown,60.0
biochar_5899,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5899_8,unknown,132.0
biochar_5899,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5899_9,unknown,60.0
biochar_5899,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5899_10,unknown,120.0
biochar_5899,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5899_12,unknown,134.0
biochar_5899,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5899_13,unknown,113.0
biochar_5899,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5899_14,unknown,200.0
biochar_5899,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5899_15,unknown,125.0
biochar_5899,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5899_16,unknown,92.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_1,unknown,59.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_2,unknown,162.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_3,unknown,571.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_4,unknown,138.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_5,unknown,118.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_6,unknown,63.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_7,unknown,128.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_8,unknown,119.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_9,unknown,128.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_10,unknown,140.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_11,unknown,77.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_12,unknown,75.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_13,unknown,65.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_14,unknown,47.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_15,unknown,60.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_16,unknown,141.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_17,unknown,62.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_18,unknown,46.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_20,unknown,52.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_21,unknown,99.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_22,unknown,62.0
biochar_5914,Pseudomonas syringae,virulent,STV,prodigal,biochar_5914_23,unknown,63.0
biochar_5935,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5935_2,Protein of unknown function (DUF935),484.0
biochar_5935,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5935_3,unknown,131.0
biochar_5935,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5935_5,unknown,126.0
biochar_5935,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5935_7,unknown,136.0
biochar_5935,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5935_9,unknown,103.0
biochar_5935,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5935_10,unknown,170.0
biochar_5935,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_5935_11,unknown,144.0
